店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
kaSSSq2kFSSgZccH,不闻dessert,66条评价,￥45,咖啡厅,石鼓路/集美学村,https://www.dianping.com/shop/kaSSSq2kFSSgZccH,https://p0.meituan.net/biztone/fc5d54b72fcc054f0e723a5fd41945ef369901.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G1fTmzy08q7XZYVk,杨府匠麻糍(塘埔路店),2090条评价,￥9,厦门小吃,石鼓路/集美学村,https://www.dianping.com/shop/G1fTmzy08q7XZYVk,http://p0.meituan.net/merchant/0e5de8c735bfa0aeadb98bb92f041171165424.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G6OgTgQSVpN3tpAO,芙氣蛋球(湖里万达店),76条评价,￥18,甜品,高林/万达广场,https://www.dianping.com/shop/G6OgTgQSVpN3tpAO,http://p0.meituan.net/merchant/dfff943d151ae0a061fca0678983684e73416.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k74sESv29CWsHHvl,cho’s cafe&bar,3517条评价,￥79,咖啡厅,禾祥西路沿线,https://www.dianping.com/shop/k74sESv29CWsHHvl,http://p0.meituan.net/merchant/a3ec91f501524ab8ac142d6528627f3a144824.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k92HgE0ph9UeMVNp,蛀牙糖水(故宫路店),2086条评价,￥24,甜品,中山公园,https://www.dianping.com/shop/k92HgE0ph9UeMVNp,http://qcloud.dpfile.com/pc/qGO0ddKnbbFXMe2M-Sost5Hx0Clm4TGHZFSjM9h0lhyUCtqyR-ocveGozzal2Q_9bKcq9vnEaGy3xLEf-_v_oA.jpg,4.0
k8fc6nOj8XZVRzY8,途纪·海岸线咖啡厅,6908条评价,￥61,咖啡厅,观音山,https://www.dianping.com/shop/k8fc6nOj8XZVRzY8,https://img.meituan.net/content/142c0c455460f9518955d524bf39dc171657263.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G4ZGTyglyKq1GtSE,乐活欧洲(故宫创始店),737条评价,￥118,西餐,禾祥西路沿线,https://www.dianping.com/shop/G4ZGTyglyKq1GtSE,http://p0.meituan.net/merchant/97034835d4a8ad7e38d11db60b38c838696557.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k1iwY2vzjqHydJYG,GaryKitchen加里,510条评价,￥63,西餐,新店,https://www.dianping.com/shop/k1iwY2vzjqHydJYG,https://p0.meituan.net/biztone/d6593cff071c2f36903a0a6b47765eb0724163.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
Gavj9XQXz06in9a1,赞番茄意面厨房,64条评价,￥73,西餐,石鼓路/集美学村,https://www.dianping.com/shop/Gavj9XQXz06in9a1,https://p0.meituan.net/biztone/e99817f12b4263e0e682b4d86c77dd7582908.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H7PHhcx4ThvGbIMg,Juicy Bakery(金榜店),298条评价,￥25,面包烘焙,火车站,https://www.dianping.com/shop/H7PHhcx4ThvGbIMg,https://p0.meituan.net/biztone/440077ea4e9ac0d0e55655ebfc954009241242.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
EJx6oxVGRX4l2Yhx,老漳州古早味,136条评价,￥16,甜品,石鼓路/集美学村,https://www.dianping.com/shop/EJx6oxVGRX4l2Yhx,http://p0.meituan.net/merchant/92f5771bdf40fbfd3e5fd04c65d46a21699049.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G22e57CUBZLOUztG,麦当劳(长浩东路万达鹭港店),202条评价,￥34,西式快餐,殿前,https://www.dianping.com/shop/G22e57CUBZLOUztG,https://img.meituan.net/content/641681971035e5f101fce48348cad9dc164377.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k6T0k9mcobTDkUjp,4 PEOPLE(磐基店),523条评价,￥132,牛排,嘉禾路,https://www.dianping.com/shop/k6T0k9mcobTDkUjp,https://img.meituan.net/content/e41c60f424b49383986a1188ec429f2a2035066.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k1iI2Jjwt0LnGr6e,弘郑糖创始店,151条评价,￥11,甜品,中山路/轮渡,https://www.dianping.com/shop/k1iI2Jjwt0LnGr6e,http://p1.meituan.net/merchant/e4b29b6ca469345bae1187f72e93290c372693.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l2mXh73eRxjburNR,吉川,338条评价,￥796,日本料理,滨北,https://www.dianping.com/shop/l2mXh73eRxjburNR,http://p0.meituan.net/biztone/1588864586_1678936567806.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
